,Unnamed: 0,article,simpSent,StandSent,typeOfMatch,standSent,predicted
330,357,Atrax,"Atracinae , commonly known as Australian funnel-web spiders , is a subfamily of spiders in the funnel-web spider family Hexathelidae .",,0,Thirteen deaths were recorded in the fifty years before antivenom was invented for this spider 's bite .,
331,358,Atrax,"Atracinae , commonly known as Australian funnel-web spiders , is a subfamily of spiders in the funnel-web spider family Hexathelidae .",,1,In English they are sometimes called Sydney Funnel Web spiders because they come from around that part of Australia .,
332,359,Atrax,"Atracinae , commonly known as Australian funnel-web spiders , is a subfamily of spiders in the funnel-web spider family Hexathelidae .",,0,References .,
333,360,Atrax,Bites from Sydney funnel-web spiders have caused thirteen deaths ( seven in children ) .,,0,Next they will bite .,
334,361,Atrax,Bites from Sydney funnel-web spiders have caused thirteen deaths ( seven in children ) .,,0,The fastest death occurred in 1927 when a young boy died within fifteen minutes of being bitten .,
335,362,Atrax,Bites from Sydney funnel-web spiders have caused thirteen deaths ( seven in children ) .,,1,Thirteen deaths were recorded in the fifty years before antivenom was invented for this spider 's bite .,
336,363,Atrax,Bites from Sydney funnel-web spiders have caused thirteen deaths ( seven in children ) .,,0,In English they are sometimes called Sydney Funnel Web spiders because they come from around that part of Australia .,
337,364,Atrax,"During an attack the funnel-web spider generally maintains a tight grip on its victim and bites repeatedly , making it an especially traumatic experience for humans who are bitten and increasing the risk of severe envenomation .",,0,Spiders of the genus Atrax have very strong venom .,
338,365,Atrax,"During an attack the funnel-web spider generally maintains a tight grip on its victim and bites repeatedly , making it an especially traumatic experience for humans who are bitten and increasing the risk of severe envenomation .",,0,They aggressively defend their territory and chase off attackers who may scare them by making a threat display .,
339,366,Atrax,"During an attack the funnel-web spider generally maintains a tight grip on its victim and bites repeatedly , making it an especially traumatic experience for humans who are bitten and increasing the risk of severe envenomation .",,1,Next they will bite .,
340,367,Atrax,"During an attack the funnel-web spider generally maintains a tight grip on its victim and bites repeatedly , making it an especially traumatic experience for humans who are bitten and increasing the risk of severe envenomation .",,0,The fastest death occurred in 1927 when a young boy died within fifteen minutes of being bitten .,
341,368,Azuki_bean,"In particular , it is often boiled with sugar , resulting in red bean paste ( an ) , a very common ingredient in all of these cuisines .",,0,It can also be spelled adzuki .,
342,369,Azuki_bean,"In particular , it is often boiled with sugar , resulting in red bean paste ( an ) , a very common ingredient in all of these cuisines .",,0,The bean is grown in East Asia and the Himalayas .,
343,370,Azuki_bean,"In particular , it is often boiled with sugar , resulting in red bean paste ( an ) , a very common ingredient in all of these cuisines .",,1,It is often boiled in sugar to make a red bean paste .,
344,371,Azuki_bean,"In particular , it is often boiled with sugar , resulting in red bean paste ( an ) , a very common ingredient in all of these cuisines .",,0,"This paste is used in Chinese , Korean , and Japanese cooking .",
345,372,Azuki_bean,"The azuki bean ( ??? ? ?? ? , azuki ?",,0,"Azuki bean jam foods are famous in Japan , and they are eaten by many Japanese .",
346,373,Azuki_bean,", also spelled adzuki or aduki ) is an annual vine , Vigna angularis , widely grown throughout East Asia and the Himalayas for its small ( approximately 5 mm ) bean .",,0,The azuki bean is a type of reddish-brown colored bean .,
347,374,Azuki_bean,", also spelled adzuki or aduki ) is an annual vine , Vigna angularis , widely grown throughout East Asia and the Himalayas for its small ( approximately 5 mm ) bean .",,1,It can also be spelled adzuki .,
348,375,Azuki_bean,", also spelled adzuki or aduki ) is an annual vine , Vigna angularis , widely grown throughout East Asia and the Himalayas for its small ( approximately 5 mm ) bean .",,1,The bean is grown in East Asia and the Himalayas .,
349,379,Azuki_bean,", also spelled adzuki or aduki ) is an annual vine , Vigna angularis , widely grown throughout East Asia and the Himalayas for its small ( approximately 5 mm ) bean .",,0,It is often boiled in sugar to make a red bean paste .,
350,380,Azuki_bean,"Japanese also has a Chinese loanword , sh?zu ( ?? ? )",,0,Excavations of Jomon period archaeological sites suggest that people have been eating Azuki beans since the Jomon period .,
351,381,Azuki_bean,"Japanese also has a Chinese loanword , sh?zu ( ?? ? )",,0,And Azuki seeds were discovered from excavations of Jomon period .,
352,382,Azuki_bean,"Japanese also has a Chinese loanword , sh?zu ( ?? ? )",,1,"At that time , Azuki beans were called `` shozu '' .",
353,383,Azuki_bean,"Japanese also has a Chinese loanword , sh?zu ( ?? ? )",,0,Azuki beans have been grown since the Yayoi period .,
354,384,Azuki_bean,Genetic evidence indicates that the azuki bean was first domesticated in East Asia and later crossbred with native species in Himalayas .,,0,The azuki bean is a type of reddish-brown colored bean .,
355,385,Azuki_bean,Genetic evidence indicates that the azuki bean was first domesticated in East Asia and later crossbred with native species in Himalayas .,,0,It can also be spelled adzuki .,
356,386,Azuki_bean,Genetic evidence indicates that the azuki bean was first domesticated in East Asia and later crossbred with native species in Himalayas .,,1,The bean is grown in East Asia and the Himalayas .,
357,387,Azuki_bean,Genetic evidence indicates that the azuki bean was first domesticated in East Asia and later crossbred with native species in Himalayas .,,0,It is often boiled in sugar to make a red bean paste .,
358,388,Azuki_bean,"In English-language discussions of Chinese topics , the term `` red bean '' is often used ( especially in reference to red bean paste ) , but in other contexts this usage can cause confusion with other beans that are also red .",,0,It can also be spelled adzuki .,
359,389,Azuki_bean,"In English-language discussions of Chinese topics , the term `` red bean '' is often used ( especially in reference to red bean paste ) , but in other contexts this usage can cause confusion with other beans that are also red .",,0,The bean is grown in East Asia and the Himalayas .,
360,390,Azuki_bean,"In English-language discussions of Chinese topics , the term `` red bean '' is often used ( especially in reference to red bean paste ) , but in other contexts this usage can cause confusion with other beans that are also red .",,1,It is often boiled in sugar to make a red bean paste .,
361,391,Azuki_bean,"In English-language discussions of Chinese topics , the term `` red bean '' is often used ( especially in reference to red bean paste ) , but in other contexts this usage can cause confusion with other beans that are also red .",,0,"This paste is used in Chinese , Korean , and Japanese cooking .",
362,392,Azuki_bean,"In Japan , rice with azuki beans ( ?? ; sekihan ) is traditionally cooked for auspicious occasions .",,0,"Azuki beans are red , so many old people believed Azuki beans were a good luck charm .",
363,393,Azuki_bean,"In Japan , rice with azuki beans ( ?? ; sekihan ) is traditionally cooked for auspicious occasions .",,0,"Azuki beans were used in many events and ceremonies in Japan , China and Korea .",
364,394,Azuki_bean,"In Japan , rice with azuki beans ( ?? ; sekihan ) is traditionally cooked for auspicious occasions .",,1,"In the Edo period , people made rice mixed with Azuki beans .",
365,395,Azuki_bean,"In Japan , rice with azuki beans ( ?? ; sekihan ) is traditionally cooked for auspicious occasions .",,1,This was called `` Sekihan '' and many people gave sekihan at ceremonies .,
366,399,Azuki_bean,"In Japan , rice with azuki beans ( ?? ; sekihan ) is traditionally cooked for auspicious occasions .",,0,"Azuki beans were used as medicine , because Azuki beans are nutritious .",
